bench,model,bench_item,loc
HumanEval,CodeLlama,HumanEval_124_valid_date,19
HumanEval,CodeLlama,HumanEval_137_compare_one,19
HumanEval,CodeLlama,HumanEval_25_factorize,19
HumanEval,CodeQwenQ2,HumanEval_122_add_elements,19
HumanEval,CodeQwenQ2,HumanEval_125_split_words,19
HumanEval,CodeQwenQ2,HumanEval_127_intersection,19
HumanEval,CodeQwenQ2,HumanEval_21_rescale_to_unit,19
HumanEval,CodeQwenQ2,HumanEval_40_triples_sum_to_zero,19
HumanEval,CodeQwenQ2,HumanEval_95_check_dict_case,19
HumanEval,CodeQwenQ8,HumanEval_106_f,19
HumanEval,CodeQwenQ8,HumanEval_122_add_elements,19
HumanEval,CodeQwenQ8,HumanEval_130_tri,19
HumanEval,CodeQwenQ8,HumanEval_6_parse_nested_parens,19
HumanEval,CodeQwenQ8,HumanEval_76_is_simple_power,19
HumanEval,CodeQwen,HumanEval_123_get_odd_collatz,19
HumanEval,CodeQwen,HumanEval_130_tri,19
HumanEval,CodeQwen,HumanEval_20_find_closest_elements,19
HumanEval,CodeQwen,HumanEval_36_fizz_buzz,19
HumanEval,CodeQwen,HumanEval_37_sort_even,19
HumanEval,CodeQwen,HumanEval_4_mean_absolute_deviation,19
HumanEval,CodeQwen,HumanEval_6_parse_nested_parens,19
HumanEval,DSCoderFP16,HumanEval_104_unique_digits,19
HumanEval,DSCoderFP16,HumanEval_136_largest_smallest_integers,19
HumanEval,DSCoderFP16,HumanEval_140_fix_spaces,19
HumanEval,DSCoderFP16,HumanEval_1_separate_paren_groups,19
HumanEval,DSCoderFP16,HumanEval_25_factorize,19
HumanEval,DSCoderFP16,HumanEval_90_next_smallest,19
HumanEval,DSCoderQ2,HumanEval_105_by_length,19
HumanEval,DSCoderQ2,HumanEval_143_words_in_sentence,19
HumanEval,DSCoderQ2,HumanEval_73_smallest_change,19
HumanEval,DSCoderQ8,HumanEval_123_get_odd_collatz,19
HumanEval,DSCoderQ8,HumanEval_81_numerical_letter_grade,19
HumanEval,DSCoder,HumanEval_123_get_odd_collatz,19
HumanEval,DSCoder,HumanEval_81_numerical_letter_grade,19
HumanEval,StarCoderFP16,HumanEval_104_unique_digits,19
HumanEval,StarCoderFP16,HumanEval_123_get_odd_collatz,19
HumanEval,StarCoderFP16,HumanEval_153_Strongest_Extension,19
HumanEval,StarCoderFP16,HumanEval_158_find_max,19
HumanEval,StarCoderFP16,HumanEval_160_do_algebra,19
HumanEval,StarCoderQ2,HumanEval_116_sort_array,19
HumanEval,StarCoderQ8,HumanEval_119_match_parens,19
HumanEval,StarCoderQ8,HumanEval_123_get_odd_collatz,19
HumanEval,StarCoderQ8,HumanEval_127_intersection,19
HumanEval,StarCoderQ8,HumanEval_81_numerical_letter_grade,19
HumanEval,StarCoderQ8,HumanEval_86_anti_shuffle,19
HumanEval,StarCoder,HumanEval_110_exchange,19
HumanEval,StarCoder,HumanEval_123_get_odd_collatz,19
HumanEval,StarCoder,HumanEval_141_file_name_check,19
HumanEval,StarCoder,HumanEval_156_int_to_mini_roman,19
HumanEval,StarCoder,HumanEval_81_numerical_letter_grade,19
HumanEval,CodeGemmaFP16,HumanEval_120_maximum,18
HumanEval,CodeGemmaFP16,HumanEval_122_add_elements,18
HumanEval,CodeGemmaFP16,HumanEval_69_search,18
HumanEval,CodeGemmaFP16,HumanEval_80_is_happy,18
HumanEval,CodeGemmaQ2,HumanEval_5_intersperse,18
HumanEval,CodeGemmaQ8,HumanEval_108_count_nums,18
HumanEval,CodeGemmaQ8,HumanEval_123_get_odd_collatz,18
HumanEval,CodeGemmaQ8,HumanEval_51_remove_vowels,18
HumanEval,CodeGemmaQ8,HumanEval_81_numerical_letter_grade,18
HumanEval,CodeGemmaQ8,HumanEval_86_anti_shuffle,18
HumanEval,CodeGemmaQ8,HumanEval_87_get_row,18
HumanEval,CodeGemma,HumanEval_126_is_sorted,18
HumanEval,CodeGemma,HumanEval_132_is_nested,18
HumanEval,CodeGemma,HumanEval_140_fix_spaces,18
HumanEval,CodeGemma,HumanEval_141_file_name_check,18
HumanEval,CodeGemma,HumanEval_81_numerical_letter_grade,18
HumanEval,CodeGemma,HumanEval_87_get_row,18
HumanEval,CodeGemma,HumanEval_96_count_up_to,18
HumanEval,CodeLlamaQ2,HumanEval_120_maximum,18
HumanEval,CodeLlamaQ2,HumanEval_124_valid_date,18
HumanEval,CodeLlamaQ2,HumanEval_132_is_nested,18
HumanEval,CodeLlamaQ2,HumanEval_56_correct_bracketing,18
HumanEval,CodeLlamaQ2,HumanEval_61_correct_bracketing,18
HumanEval,CodeLlamaQ2,HumanEval_81_numerical_letter_grade,18
HumanEval,CodeLlamaQ8,HumanEval_110_exchange,18
HumanEval,CodeLlamaQ8,HumanEval_132_is_nested,18
HumanEval,CodeLlamaQ8,HumanEval_33_sort_third,18
HumanEval,CodeLlamaQ8,HumanEval_40_triples_sum_to_zero,18
HumanEval,CodeLlamaQ8,HumanEval_58_common,18
HumanEval,CodeLlamaQ8,HumanEval_81_numerical_letter_grade,18
HumanEval,CodeLlama,HumanEval_110_exchange,18
HumanEval,CodeLlama,HumanEval_81_numerical_letter_grade,18
HumanEval,CodeQwenQ2,HumanEval_0_has_close_elements,18
HumanEval,CodeQwenQ2,HumanEval_111_histogram,18
HumanEval,CodeQwenQ2,HumanEval_124_valid_date,18
HumanEval,CodeQwenQ2,HumanEval_130_tri,18
HumanEval,CodeQwenQ2,HumanEval_147_get_max_triples,18
HumanEval,CodeQwenQ2,HumanEval_25_factorize,18
HumanEval,CodeQwenQ2,HumanEval_57_monotonic,18
HumanEval,CodeQwenQ2,HumanEval_58_common,18
HumanEval,CodeQwenQ2,HumanEval_66_digitSum,18
HumanEval,CodeQwenQ2,HumanEval_87_get_row,18
HumanEval,CodeQwenQ2,HumanEval_89_encrypt,18
HumanEval,CodeQwenQ8,HumanEval_123_get_odd_collatz,18
HumanEval,CodeQwenQ8,HumanEval_144_simplify,18
HumanEval,CodeQwenQ8,HumanEval_56_correct_bracketing,18
HumanEval,CodeQwenQ8,HumanEval_58_common,18
HumanEval,CodeQwenQ8,HumanEval_61_correct_bracketing,18
HumanEval,CodeQwenQ8,HumanEval_69_search,18
HumanEval,CodeQwenQ8,HumanEval_73_smallest_change,18
HumanEval,CodeQwenQ8,HumanEval_9_rolling_max,18
HumanEval,CodeQwen,HumanEval_142_sum_squares,18
HumanEval,CodeQwen,HumanEval_150_x_or_y,18
HumanEval,CodeQwen,HumanEval_17_parse_music,18
HumanEval,CodeQwen,HumanEval_56_correct_bracketing,18
HumanEval,CodeQwen,HumanEval_58_common,18
HumanEval,CodeQwen,HumanEval_61_correct_bracketing,18
HumanEval,CodeQwen,HumanEval_68_pluck,18
HumanEval,CodeQwen,HumanEval_69_search,18
HumanEval,CodeQwen,HumanEval_73_smallest_change,18
HumanEval,DSCoderFP16,HumanEval_13_greatest_common_divisor,18
HumanEval,DSCoderFP16,HumanEval_93_encode,18
HumanEval,DSCoderQ2,HumanEval_119_match_parens,18
HumanEval,DSCoderQ8,HumanEval_112_reverse_delete,18
HumanEval,DSCoderQ8,HumanEval_37_sort_even,18
HumanEval,DSCoderQ8,HumanEval_6_parse_nested_parens,18
HumanEval,DSCoderQ8,HumanEval_87_get_row,18
HumanEval,DSCoder,HumanEval_112_reverse_delete,18
HumanEval,DSCoder,HumanEval_37_sort_even,18
HumanEval,DSCoder,HumanEval_6_parse_nested_parens,18
HumanEval,DSCoder,HumanEval_86_anti_shuffle,18
HumanEval,StarCoderFP16,HumanEval_120_maximum,18
HumanEval,StarCoderFP16,HumanEval_87_get_row,18
HumanEval,StarCoderFP16,HumanEval_94_skjkasdkd,18
HumanEval,StarCoderQ2,HumanEval_101_words_string,18
HumanEval,StarCoderQ2,HumanEval_104_unique_digits,18
HumanEval,StarCoderQ2,HumanEval_110_exchange,18
HumanEval,StarCoderQ2,HumanEval_37_sort_even,18
HumanEval,StarCoderQ2,HumanEval_63_fibfib,18
HumanEval,StarCoderQ2,HumanEval_96_count_up_to,18
HumanEval,StarCoderQ8,HumanEval_65_circular_shift,18
HumanEval,StarCoderQ8,HumanEval_93_encode,18
HumanEval,StarCoder,HumanEval_104_unique_digits,18
HumanEval,StarCoder,HumanEval_111_histogram,18
HumanEval,StarCoder,HumanEval_150_x_or_y,18
HumanEval,StarCoder,HumanEval_65_circular_shift,18
HumanEval,CodeGemmaFP16,HumanEval_104_unique_digits,17
HumanEval,CodeGemmaFP16,HumanEval_108_count_nums,17
HumanEval,CodeGemmaFP16,HumanEval_153_Strongest_Extension,17
HumanEval,CodeGemmaFP16,HumanEval_54_same_chars,17
HumanEval,CodeGemmaFP16,HumanEval_66_digitSum,17
HumanEval,CodeGemmaFP16,HumanEval_86_anti_shuffle,17
HumanEval,CodeGemmaFP16,HumanEval_96_count_up_to,17
HumanEval,CodeGemmaQ8,HumanEval_115_max_fill,17
HumanEval,CodeGemmaQ8,HumanEval_132_is_nested,17
HumanEval,CodeGemmaQ8,HumanEval_141_file_name_check,17
HumanEval,CodeGemmaQ8,HumanEval_147_get_max_triples,17
HumanEval,CodeGemmaQ8,HumanEval_160_do_algebra,17
HumanEval,CodeGemmaQ8,HumanEval_69_search,17
HumanEval,CodeGemmaQ8,HumanEval_74_total_match,17
HumanEval,CodeGemma,HumanEval_147_get_max_triples,17
HumanEval,CodeGemma,HumanEval_155_even_odd_count,17
HumanEval,CodeGemma,HumanEval_17_parse_music,17
HumanEval,CodeGemma,HumanEval_20_find_closest_elements,17
HumanEval,CodeGemma,HumanEval_31_is_prime,17
HumanEval,CodeGemma,HumanEval_57_monotonic,17
HumanEval,CodeGemma,HumanEval_73_smallest_change,17
HumanEval,CodeGemma,HumanEval_74_total_match,17
HumanEval,CodeGemma,HumanEval_89_encrypt,17
HumanEval,CodeGemma,HumanEval_90_next_smallest,17
HumanEval,CodeLlamaQ2,HumanEval_115_max_fill,17
HumanEval,CodeLlamaQ2,HumanEval_119_match_parens,17
HumanEval,CodeLlamaQ2,HumanEval_147_get_max_triples,17
HumanEval,CodeLlamaQ2,HumanEval_69_search,17
HumanEval,CodeLlamaQ2,HumanEval_73_smallest_change,17
HumanEval,CodeLlamaQ2,HumanEval_89_encrypt,17
HumanEval,CodeLlamaQ8,HumanEval_153_Strongest_Extension,17
HumanEval,CodeLlamaQ8,HumanEval_69_search,17
HumanEval,CodeLlamaQ8,HumanEval_70_strange_sort_list,17
HumanEval,CodeLlamaQ8,HumanEval_74_total_match,17
HumanEval,CodeLlamaQ8,HumanEval_87_get_row,17
HumanEval,CodeLlamaQ8,HumanEval_99_closest_integer,17
HumanEval,CodeLlama,HumanEval_132_is_nested,17
HumanEval,CodeLlama,HumanEval_69_search,17
HumanEval,CodeLlama,HumanEval_74_total_match,17
HumanEval,CodeLlama,HumanEval_87_get_row,17
HumanEval,CodeLlama,HumanEval_90_next_smallest,17
HumanEval,CodeLlama,HumanEval_99_closest_integer,17
HumanEval,CodeQwenQ2,HumanEval_158_find_max,17
HumanEval,CodeQwenQ2,HumanEval_160_do_algebra,17
HumanEval,CodeQwenQ2,HumanEval_20_find_closest_elements,17
HumanEval,CodeQwenQ2,HumanEval_27_flip_case,17
HumanEval,CodeQwenQ2,HumanEval_36_fizz_buzz,17
HumanEval,CodeQwenQ2,HumanEval_56_correct_bracketing,17
HumanEval,CodeQwenQ2,HumanEval_59_largest_prime_factor,17
HumanEval,CodeQwenQ2,HumanEval_68_pluck,17
HumanEval,CodeQwenQ8,HumanEval_103_rounded_avg,17
HumanEval,CodeQwenQ8,HumanEval_128_prod_signs,17
HumanEval,CodeQwenQ8,HumanEval_134_check_if_last_char_is_a_letter,17
HumanEval,CodeQwenQ8,HumanEval_137_compare_one,17
HumanEval,CodeQwenQ8,HumanEval_160_do_algebra,17
HumanEval,CodeQwenQ8,HumanEval_162_string_to_md5,17
HumanEval,CodeQwenQ8,HumanEval_17_parse_music,17
HumanEval,CodeQwenQ8,HumanEval_20_find_closest_elements,17
HumanEval,CodeQwenQ8,HumanEval_22_filter_integers,17
HumanEval,CodeQwenQ8,HumanEval_49_modp,17
HumanEval,CodeQwenQ8,HumanEval_68_pluck,17
HumanEval,CodeQwen,HumanEval_103_rounded_avg,17
HumanEval,CodeQwen,HumanEval_124_valid_date,17
HumanEval,CodeQwen,HumanEval_134_check_if_last_char_is_a_letter,17
HumanEval,CodeQwen,HumanEval_160_do_algebra,17
HumanEval,CodeQwen,HumanEval_66_digitSum,17
HumanEval,CodeQwen,HumanEval_81_numerical_letter_grade,17
HumanEval,CodeQwen,HumanEval_9_rolling_max,17
HumanEval,DSCoderFP16,HumanEval_118_get_closest_vowel,17
HumanEval,DSCoderFP16,HumanEval_147_get_max_triples,17
HumanEval,DSCoderFP16,HumanEval_160_do_algebra,17
HumanEval,DSCoderFP16,HumanEval_20_find_closest_elements,17
HumanEval,DSCoderFP16,HumanEval_39_prime_fib,17
HumanEval,DSCoderFP16,HumanEval_6_parse_nested_parens,17
HumanEval,DSCoderQ2,HumanEval_147_get_max_triples,17
HumanEval,DSCoderQ2,HumanEval_160_do_algebra,17
HumanEval,DSCoderQ2,HumanEval_19_sort_numbers,17
HumanEval,DSCoderQ2,HumanEval_33_sort_third,17
HumanEval,DSCoderQ2,HumanEval_41_car_race_collision,17
HumanEval,DSCoderQ2,HumanEval_54_same_chars,17
HumanEval,DSCoderQ2,HumanEval_81_numerical_letter_grade,17
HumanEval,DSCoderQ2,HumanEval_89_encrypt,17
HumanEval,DSCoderQ2,HumanEval_95_check_dict_case,17
HumanEval,DSCoderQ8,HumanEval_104_unique_digits,17
HumanEval,DSCoderQ8,HumanEval_127_intersection,17
HumanEval,DSCoderQ8,HumanEval_128_prod_signs,17
HumanEval,DSCoderQ8,HumanEval_160_do_algebra,17
HumanEval,DSCoderQ8,HumanEval_20_find_closest_elements,17
HumanEval,DSCoderQ8,HumanEval_78_hex_key,17
HumanEval,DSCoder,HumanEval_104_unique_digits,17
HumanEval,DSCoder,HumanEval_127_intersection,17
HumanEval,DSCoder,HumanEval_147_get_max_triples,17
HumanEval,DSCoder,HumanEval_160_do_algebra,17
HumanEval,DSCoder,HumanEval_20_find_closest_elements,17
HumanEval,DSCoder,HumanEval_33_sort_third,17
HumanEval,DSCoder,HumanEval_87_get_row,17
HumanEval,StarCoderFP16,HumanEval_128_prod_signs,17
HumanEval,StarCoderFP16,HumanEval_147_get_max_triples,17
HumanEval,StarCoderFP16,HumanEval_149_sorted_list_sum,17
HumanEval,StarCoderFP16,HumanEval_31_is_prime,17
HumanEval,StarCoderFP16,HumanEval_81_numerical_letter_grade,17
HumanEval,StarCoderQ2,HumanEval_147_get_max_triples,17
HumanEval,StarCoderQ2,HumanEval_6_parse_nested_parens,17
HumanEval,StarCoderQ2,HumanEval_87_get_row,17
HumanEval,StarCoderQ8,HumanEval_104_unique_digits,17
HumanEval,StarCoderQ8,HumanEval_111_histogram,17
HumanEval,StarCoderQ8,HumanEval_154_cycpattern_check,17
HumanEval,StarCoderQ8,HumanEval_158_find_max,17
HumanEval,StarCoderQ8,HumanEval_160_do_algebra,17
HumanEval,StarCoderQ8,HumanEval_18_how_many_times,17
HumanEval,StarCoderQ8,HumanEval_58_common,17
HumanEval,StarCoderQ8,HumanEval_95_check_dict_case,17
HumanEval,StarCoder,HumanEval_160_do_algebra,17
HumanEval,StarCoder,HumanEval_95_check_dict_case,17
HumanEval,CodeGemmaFP16,HumanEval_103_rounded_avg,16
HumanEval,CodeGemmaFP16,HumanEval_10_make_palindrome,16
HumanEval,CodeGemmaFP16,HumanEval_116_sort_array,16
HumanEval,CodeGemmaFP16,HumanEval_132_is_nested,16
HumanEval,CodeGemmaFP16,HumanEval_136_largest_smallest_integers,16
HumanEval,CodeGemmaFP16,HumanEval_155_even_odd_count,16
HumanEval,CodeGemmaFP16,HumanEval_25_factorize,16
HumanEval,CodeGemmaFP16,HumanEval_56_correct_bracketing,16
HumanEval,CodeGemmaFP16,HumanEval_61_correct_bracketing,16
HumanEval,CodeGemmaFP16,HumanEval_82_prime_length,16
HumanEval,CodeGemmaFP16,HumanEval_94_skjkasdkd,16
HumanEval,CodeGemmaQ8,HumanEval_119_match_parens,16
HumanEval,CodeGemmaQ8,HumanEval_136_largest_smallest_integers,16
HumanEval,CodeGemmaQ8,HumanEval_150_x_or_y,16
HumanEval,CodeGemmaQ8,HumanEval_161_solve,16
HumanEval,CodeGemmaQ8,HumanEval_27_flip_case,16
HumanEval,CodeGemmaQ8,HumanEval_6_parse_nested_parens,16
HumanEval,CodeGemmaQ8,HumanEval_96_count_up_to,16
HumanEval,CodeGemma,HumanEval_10_make_palindrome,16
HumanEval,CodeGemma,HumanEval_123_get_odd_collatz,16
HumanEval,CodeGemma,HumanEval_136_largest_smallest_integers,16
HumanEval,CodeGemma,HumanEval_144_simplify,16
HumanEval,CodeGemma,HumanEval_161_solve,16
HumanEval,CodeGemma,HumanEval_18_how_many_times,16
HumanEval,CodeGemma,HumanEval_39_prime_fib,16
HumanEval,CodeGemma,HumanEval_56_correct_bracketing,16
HumanEval,CodeGemma,HumanEval_61_correct_bracketing,16
HumanEval,CodeGemma,HumanEval_68_pluck,16
HumanEval,CodeGemma,HumanEval_6_parse_nested_parens,16
HumanEval,CodeGemma,HumanEval_72_will_it_fly,16
HumanEval,CodeGemma,HumanEval_78_hex_key,16
HumanEval,CodeLlamaQ2,HumanEval_117_select_words,16
HumanEval,CodeLlamaQ2,HumanEval_126_is_sorted,16
HumanEval,CodeLlamaQ2,HumanEval_136_largest_smallest_integers,16
HumanEval,CodeLlamaQ2,HumanEval_148_bf,16
HumanEval,CodeLlamaQ2,HumanEval_156_int_to_mini_roman,16
HumanEval,CodeLlamaQ2,HumanEval_54_same_chars,16
HumanEval,CodeLlamaQ2,HumanEval_57_monotonic,16
HumanEval,CodeLlamaQ2,HumanEval_86_anti_shuffle,16
HumanEval,CodeLlamaQ8,HumanEval_128_prod_signs,16
HumanEval,CodeLlamaQ8,HumanEval_136_largest_smallest_integers,16
HumanEval,CodeLlamaQ8,HumanEval_137_compare_one,16
HumanEval,CodeLlamaQ8,HumanEval_149_sorted_list_sum,16
HumanEval,CodeLlamaQ8,HumanEval_161_solve,16
HumanEval,CodeLlamaQ8,HumanEval_20_find_closest_elements,16
HumanEval,CodeLlamaQ8,HumanEval_86_anti_shuffle,16
HumanEval,CodeLlamaQ8,HumanEval_96_count_up_to,16
HumanEval,CodeLlama,HumanEval_105_by_length,16
HumanEval,CodeLlama,HumanEval_136_largest_smallest_integers,16
HumanEval,CodeLlama,HumanEval_161_solve,16
HumanEval,CodeLlama,HumanEval_20_find_closest_elements,16
HumanEval,CodeLlama,HumanEval_40_triples_sum_to_zero,16
HumanEval,CodeLlama,HumanEval_54_same_chars,16
HumanEval,CodeLlama,HumanEval_86_anti_shuffle,16
HumanEval,CodeLlama,HumanEval_96_count_up_to,16
HumanEval,CodeQwenQ2,HumanEval_105_by_length,16
HumanEval,CodeQwenQ2,HumanEval_126_is_sorted,16
HumanEval,CodeQwenQ2,HumanEval_142_sum_squares,16
HumanEval,CodeQwenQ2,HumanEval_81_numerical_letter_grade,16
HumanEval,CodeQwenQ8,HumanEval_105_by_length,16
HumanEval,CodeQwenQ8,HumanEval_118_get_closest_vowel,16
HumanEval,CodeQwenQ8,HumanEval_126_is_sorted,16
HumanEval,CodeQwenQ8,HumanEval_136_largest_smallest_integers,16
HumanEval,CodeQwenQ8,HumanEval_148_bf,16
HumanEval,CodeQwenQ8,HumanEval_151_double_the_difference,16
HumanEval,CodeQwenQ8,HumanEval_66_digitSum,16
HumanEval,CodeQwenQ8,HumanEval_81_numerical_letter_grade,16
HumanEval,CodeQwenQ8,HumanEval_82_prime_length,16
HumanEval,CodeQwen,HumanEval_105_by_length,16
HumanEval,CodeQwen,HumanEval_111_histogram,16
HumanEval,CodeQwen,HumanEval_112_reverse_delete,16
HumanEval,CodeQwen,HumanEval_126_is_sorted,16
HumanEval,CodeQwen,HumanEval_128_prod_signs,16
HumanEval,CodeQwen,HumanEval_136_largest_smallest_integers,16
HumanEval,CodeQwen,HumanEval_148_bf,16
HumanEval,CodeQwen,HumanEval_151_double_the_difference,16
HumanEval,CodeQwen,HumanEval_76_is_simple_power,16
HumanEval,DSCoderFP16,HumanEval_108_count_nums,16
HumanEval,DSCoderFP16,HumanEval_125_split_words,16
HumanEval,DSCoderFP16,HumanEval_132_is_nested,16
HumanEval,DSCoderFP16,HumanEval_137_compare_one,16
HumanEval,DSCoderFP16,HumanEval_149_sorted_list_sum,16
HumanEval,DSCoderFP16,HumanEval_161_solve,16
HumanEval,DSCoderFP16,HumanEval_44_change_base,16
HumanEval,DSCoderFP16,HumanEval_54_same_chars,16
HumanEval,DSCoderFP16,HumanEval_55_fib,16
HumanEval,DSCoderFP16,HumanEval_70_strange_sort_list,16
HumanEval,DSCoderFP16,HumanEval_96_count_up_to,16
HumanEval,DSCoderQ2,HumanEval_114_minSubArraySum,16
HumanEval,DSCoderQ2,HumanEval_127_intersection,16
HumanEval,DSCoderQ2,HumanEval_148_bf,16
HumanEval,DSCoderQ2,HumanEval_61_correct_bracketing,16
HumanEval,DSCoderQ2,HumanEval_68_pluck,16
HumanEval,DSCoderQ2,HumanEval_96_count_up_to,16
HumanEval,DSCoderQ8,HumanEval_117_select_words,16
HumanEval,DSCoderQ8,HumanEval_120_maximum,16
HumanEval,DSCoderQ8,HumanEval_125_split_words,16
HumanEval,DSCoderQ8,HumanEval_141_file_name_check,16
HumanEval,DSCoderQ8,HumanEval_33_sort_third,16
HumanEval,DSCoderQ8,HumanEval_54_same_chars,16
HumanEval,DSCoderQ8,HumanEval_88_sort_array,16
HumanEval,DSCoderQ8,HumanEval_96_count_up_to,16
HumanEval,DSCoder,HumanEval_109_move_one_ball,16
HumanEval,DSCoder,HumanEval_110_exchange,16
HumanEval,DSCoder,HumanEval_117_select_words,16
HumanEval,DSCoder,HumanEval_132_is_nested,16
HumanEval,DSCoder,HumanEval_56_correct_bracketing,16
HumanEval,DSCoder,HumanEval_95_check_dict_case,16
HumanEval,DSCoder,HumanEval_96_count_up_to,16
HumanEval,StarCoderFP16,HumanEval_20_find_closest_elements,16
HumanEval,StarCoderFP16,HumanEval_21_rescale_to_unit,16
HumanEval,StarCoderFP16,HumanEval_54_same_chars,16
HumanEval,StarCoderFP16,HumanEval_59_largest_prime_factor,16
HumanEval,StarCoderFP16,HumanEval_61_correct_bracketing,16
HumanEval,StarCoderFP16,HumanEval_90_next_smallest,16
HumanEval,StarCoderFP16,HumanEval_95_check_dict_case,16
HumanEval,StarCoderQ2,HumanEval_107_even_odd_palindrome,16
HumanEval,StarCoderQ2,HumanEval_54_same_chars,16
HumanEval,StarCoderQ8,HumanEval_136_largest_smallest_integers,16
HumanEval,StarCoderQ8,HumanEval_25_factorize,16
HumanEval,StarCoderQ8,HumanEval_61_correct_bracketing,16
HumanEval,StarCoderQ8,HumanEval_72_will_it_fly,16
HumanEval,StarCoderQ8,HumanEval_96_count_up_to,16
HumanEval,StarCoder,HumanEval_136_largest_smallest_integers,16
HumanEval,StarCoder,HumanEval_17_parse_music,16
HumanEval,StarCoder,HumanEval_54_same_chars,16
HumanEval,StarCoder,HumanEval_57_monotonic,16
HumanEval,StarCoder,HumanEval_61_correct_bracketing,16
HumanEval,StarCoder,HumanEval_6_parse_nested_parens,16
HumanEval,StarCoder,HumanEval_72_will_it_fly,16
HumanEval,StarCoder,HumanEval_93_encode,16
HumanEval,StarCoder,HumanEval_96_count_up_to,16
HumanEval,CodeGemmaFP16,HumanEval_119_match_parens,15
HumanEval,CodeGemmaFP16,HumanEval_161_solve,15
HumanEval,CodeGemmaFP16,HumanEval_17_parse_music,15
HumanEval,CodeGemmaFP16,HumanEval_18_how_many_times,15
HumanEval,CodeGemmaFP16,HumanEval_20_find_closest_elements,15
HumanEval,CodeGemmaFP16,HumanEval_27_flip_case,15
HumanEval,CodeGemmaFP16,HumanEval_3_below_zero,15
HumanEval,CodeGemmaFP16,HumanEval_43_pairs_sum_to_zero,15
HumanEval,CodeGemmaFP16,HumanEval_90_next_smallest,15
HumanEval,CodeGemmaQ8,HumanEval_102_choose_num,15
HumanEval,CodeGemmaQ8,HumanEval_138_is_equal_to_sum_even,15
HumanEval,CodeGemmaQ8,HumanEval_158_find_max,15
HumanEval,CodeGemmaQ8,HumanEval_33_sort_third,15
HumanEval,CodeGemmaQ8,HumanEval_56_correct_bracketing,15
HumanEval,CodeGemmaQ8,HumanEval_99_closest_integer,15
HumanEval,CodeGemma,HumanEval_108_count_nums,15
HumanEval,CodeGemma,HumanEval_54_same_chars,15
HumanEval,CodeGemma,HumanEval_69_search,15
HumanEval,CodeGemma,HumanEval_82_prime_length,15
HumanEval,CodeLlamaQ2,HumanEval_100_make_a_pile,15
HumanEval,CodeLlamaQ2,HumanEval_105_by_length,15
HumanEval,CodeLlamaQ2,HumanEval_137_compare_one,15
HumanEval,CodeLlamaQ2,HumanEval_6_parse_nested_parens,15
HumanEval,CodeLlamaQ2,HumanEval_72_will_it_fly,15
HumanEval,CodeLlamaQ2,HumanEval_87_get_row,15
HumanEval,CodeLlamaQ2,HumanEval_88_sort_array,15
HumanEval,CodeLlamaQ8,HumanEval_105_by_length,15
HumanEval,CodeLlamaQ8,HumanEval_56_correct_bracketing,15
HumanEval,CodeLlamaQ8,HumanEval_61_correct_bracketing,15
HumanEval,CodeLlamaQ8,HumanEval_72_will_it_fly,15
HumanEval,CodeLlamaQ8,HumanEval_90_next_smallest,15
HumanEval,CodeLlamaQ8,HumanEval_93_encode,15
HumanEval,CodeLlama,HumanEval_157_right_angle_triangle,15
HumanEval,CodeLlama,HumanEval_33_sort_third,15
HumanEval,CodeLlama,HumanEval_56_correct_bracketing,15
HumanEval,CodeLlama,HumanEval_57_monotonic,15
HumanEval,CodeLlama,HumanEval_93_encode,15
HumanEval,CodeQwenQ2,HumanEval_117_select_words,15
HumanEval,CodeQwenQ2,HumanEval_118_get_closest_vowel,15
HumanEval,CodeQwenQ2,HumanEval_12_longest,15
HumanEval,CodeQwenQ2,HumanEval_136_largest_smallest_integers,15
HumanEval,CodeQwenQ2,HumanEval_156_int_to_mini_roman,15
HumanEval,CodeQwenQ2,HumanEval_163_generate_integers,15
HumanEval,CodeQwenQ2,HumanEval_70_strange_sort_list,15
HumanEval,CodeQwenQ2,HumanEval_72_will_it_fly,15
HumanEval,CodeQwenQ8,HumanEval_107_even_odd_palindrome,15
HumanEval,CodeQwenQ8,HumanEval_111_histogram,15
HumanEval,CodeQwenQ8,HumanEval_116_sort_array,15
HumanEval,CodeQwenQ8,HumanEval_124_valid_date,15
HumanEval,CodeQwenQ8,HumanEval_155_even_odd_count,15
HumanEval,CodeQwenQ8,HumanEval_25_factorize,15
HumanEval,CodeQwenQ8,HumanEval_43_pairs_sum_to_zero,15
